,Label,preprocess_tweet,tweet_norm
421,Tidak Mendukung,sumpah gue pen bener studi independen tpi zoom jam hari ga kuat gue pelihara laptop,sumpah gue pen bener studi independen tpi zoom jam hari ga kuat gue pelihara laptop
422,Tidak Mendukung,gw ken iku studi independen kampus merdeka sadar ga convert sks jurus gw,gw ken iku studi independen kampus merdeka sadar ga convert sks jurus gw
423,Tidak Mendukung,studi independen work experience jatuhnyaaa,studi independen work experience jatuhnyaaa
424,Tidak Mendukung,ni studi independen mbkm program ngapa dikit dah,ni studi independen mbkm program ngapa dikit dah
425,Tidak Mendukung,sp sih yg ngide ikut studi independen cape bgt bngsat,sp sih yg ngide ikut studi independen cape bgt bngsat
426,Tidak Mendukung,lompok final project studi independen kl gamau gerak pdhl udah diingetin kali mending w leave aja grup beban w ga konversi nilai konversi sks lol bisa ga peduli nasib,lompok final project studi independen kl gamau gerak pdhl udah diingetin kali mending w leave aja grup beban w ga konversi nilai konversi sks lol bisa ga peduli nasib
427,Tidak Mendukung,uny curhat suka bingung uny hari suka rekomendasi giat kampus merdeka yg magang yg pmm yg studi independen tpi sulit program selesai surat izin magang terkadang bbrp,uny curhat suka bingung uny hari suka rekomendasi giat kampus merdeka yg magang yg pmm yg studi independen tpi sulit program selesai surat izin magang terkadang bbrp
428,Tidak Mendukung,aduh kelompok bener bener deh salah gak enak studi independen krn org orgnya beda kampus kalo tugas kelompok gin ngilang lbh mentingin kampus nih stupen yg nilai gantung,aduh kelompok bener bener deh salah gak enak studi independen krn org orgnya beda kampus kalo tugas kelompok gin ngilang lbh mentingin kampus nih stupen yg nilai gantung
429,Tidak Mendukung,studi independen online bener simulasi anggur,studi independen online bener simulasi anggur
430,Tidak Mendukung,pas studi independen asa kaya gaji gaada pasu rasa bgt yhhhh,pas studi independen asa kaya gaji gaada pasu rasa bgt yhhhh
431,Tidak Mendukung,enak yah studi independen kampus merdeka gak gak enak gua nahan emosi anggota kelompok si semester skripsi beban bebanin tugas nya gua,enak yah studi independen kampus merdeka gak gak enak gua nahan emosi anggota kelompok si semester skripsi beban bebanin tugas nya gua
432,Tidak Mendukung,mental breakdown grgr tugas studi independen ampe pacar sy moodswing grgr syyyy,mental breakdown grgr tugas studi independen ampe pacar sy moodswing grgr syyyy
433,Tidak Mendukung,studi independen anjing,studi independen anjing
434,Tidak Mendukung,jirrr ngerjain lapor hari studi independen gua gak sih,jirrr ngerjain lapor hari studi independen gua gak sih
435,Tidak Mendukung,gue yg nyimpen sedih pribadi tambah tugas kuliah tugas studi independen yg bgt campur denger gue marah ga ditanyain ngomong nitipin anak gue udah pikir kalo,gue yg nyimpen sedih pribadi tambah tugas kuliah tugas studi independen yg bgt campur denger gue marah ga ditanyain ngomong nitipin anak gue udah pikir kalo
436,Tidak Mendukung,kuliah ngerasa salah jurus lurus lurus aja semester tembok bikin ken renti kuliah tembok studi independen apply tp gabisa ngundurin,kuliah ngerasa salah jurus lurus lurus aja semester tembok bikin ken renti kuliah tembok studi independen apply tp gabisa ngundurin
437,Tidak Mendukung,studi independen tim anjing gua kebut h minggu pitching gua presentasi pkp pitching gradakan h mepet pitching konsep udah gua kerjain ubah mepet mepet udah gua tanyain mentor,studi independen tim anjing gua kebut h minggu pitching gua presentasi pkp pitching gradakan h mepet pitching konsep udah gua kerjain ubah mepet mepet udah gua tanyain mentor
438,Tidak Mendukung,bener bener keteter tugas studi independen how this,bener bener keteter tugas studi independen how this
439,Tidak Mendukung,gmna matkul materi yg ambil studi independen ngga konversi nang bgt tolongg,gmna matkul materi yg ambil studi independen ngga konversi nang bgt tolongg
440,Tidak Mendukung,studi independen minggu nganggur bgt tp tibatiba tubesnya hihihi dar,studi independen minggu nganggur bgt tp tibatiba tubesnya hihihi dar
441,Tidak Mendukung,bego dah awap niat magang studi independen ngapa lu sok sok studi independen goblok,bego dah awap niat magang studi independen ngapa lu sok sok studi independen goblok
442,Tidak Mendukung,sok sok studi independen si lu,sok sok studi independen si lu
443,Tidak Mendukung,suruh studi independen mut udah tau lu goblok,suruh studi independen mut udah tau lu goblok
444,Tidak Mendukung,studi independen beban pikir nn,studi independen beban pikir nn
445,Tidak Mendukung,ga urus studi independen anj,ga urus studi independen anj
446,Tidak Mendukung,pusing anjr studi independen,pusing anjr studi independen
447,Tidak Mendukung,nunggu krs diisiin fakultas ngajuin judul kagak acc gara studi independen cari responden teliti dosen kerja pingin kucing just meow meow,nunggu krs diisiin fakultas ngajuin judul kagak acc gara studi independen cari responden teliti dosen kerja pingin kucing just meow meow
448,Tidak Mendukung,kirain kalo studi independen santai,kirain kalo studi independen santai
449,Tidak Mendukung,studi independen kampus merdeka udah rasa stress nya ya,studi independen kampus merdeka udah rasa stress nya ya
450,Tidak Mendukung,cm undur studi independen gimana ya,cm undur studi independen gimana ya
451,Tidak Mendukung,nyesel maksimal sih nerima tawar studi independen pdahal mending magang ajaa gabisa undur,nyesel maksimal sih nerima tawar studi independen pdahal mending magang ajaa gabisa undur
452,Tidak Mendukung,ngundurin program studi independen kampus merdeka,ngundurin program studi independen kampus merdeka
453,Tidak Mendukung,nambah bahan insecure temen yg lulus studi independen dpt sertif google langsung dpt tawar s tpi tolak beasiswa partial,nambah bahan insecure temen yg lulus studi independen dpt sertif google langsung dpt tawar s tpi tolak beasiswa partial
454,Tidak Mendukung,yaaa wlopun zoom studi independen sampe jam tp mksdnya kayak plis,yaaa wlopun zoom studi independen sampe jam tp mksdnya kayak plis
455,Tidak Mendukung,hdh kesel bgt si gue dr libur udh program bla bla bla trus minggu udh smpet zoom studi independen kali tetep bilang tidur puncak komedi hidup gue slalu ga liat ngapain tp kalo mls lgsg komenin wkwkwkk trs aj,hdh kesel bgt si gue dr libur udh program bla bla bla trus minggu udh smpet zoom studi independen kali tetep bilang tidur puncak komedi hidup gue slalu ga liat ngapain tp kalo mls lgsg komenin wkwkwkk trs aj
456,Tidak Mendukung,lu skripsi studi independen santai apaa tugas stupen joki skripsi kerjain tuntasin,lu skripsi studi independen santai apaa tugas stupen joki skripsi kerjain tuntasin
457,Tidak Mendukung,studi independen batch ter teripuhhhh,studi independen batch ter teripuhhhh
458,Tidak Mendukung,ngurus studi independen,ngurus studi independen
459,Tidak Mendukung,bingung studi independen ngga,bingung studi independen ngga
460,Tidak Mendukung,kasih tau mitra studi independen kalo tahap verifikasi simulasi survei kebhinekaan agustus udh bolak cek akun kampus merdeka undang simulasi akun dpt email survei kebhinekaan gimana ya,kasih tau mitra studi independen kalo tahap verifikasi simulasi survei kebhinekaan agustus udh bolak cek akun kampus merdeka undang simulasi akun dpt email survei kebhinekaan gimana ya
461,Tidak Mendukung,sih studi independen padet jadwal,sih studi independen padet jadwal
462,Tidak Mendukung,nyesel dikit mbkm jogja,nyesel dikit mbkm jogja
463,Tidak Mendukung,mbkm magang cant relate sahur rumah,mbkm magang cant relate sahur rumah
464,Tidak Mendukung,yatuhan jujur malas mbkm semester,yatuhan jujur malas mbkm semester
465,Tidak Mendukung,miris kondisi kapital didik dukung penuh negara bijak bijak anggap populis mbkm,miris kondisi kapital didik dukung penuh negara bijak bijak anggap populis mbkm
466,Tidak Mendukung,potensi intelektual sedot habis habis langsung kapitalisme hilir industri korporasi miris kondisi dukung negara bijak mbkm,potensi intelektual sedot habis habis langsung kapitalisme hilir industri korporasi miris kondisi dukung negara bijak mbkm
467,Tidak Mendukung,miris kondisi dukung penuh negara bijak bijak anggap populis mbkm live muslimah bicara,miris kondisi dukung penuh negara bijak bijak anggap populis mbkm live muslimah bicara
468,Tidak Mendukung,artikel bilang pandemi tambah program mbkm faktor utama aktivisme turun sih mbkm produksi kerja jadi kambing hitam organisasi udah instrumen,artikel bilang pandemi tambah program mbkm faktor utama aktivisme turun sih mbkm produksi kerja jadi kambing hitam organisasi udah instrumen
469,Tidak Mendukung,sisi bijak merdeka ajar kampus merdeka mbkm bidang vokasi gencar tanggung tanggung perintah gelontor dana program revitalisasi didik vokasi,sisi bijak merdeka ajar kampus merdeka mbkm bidang vokasi gencar tanggung tanggung perintah gelontor dana program revitalisasi didik vokasi
470,Tidak Mendukung,syafhek kali mbkm ni tugas abrek,syafhek kali mbkm ni tugas abrek
471,Tidak Mendukung,riill kangen temen ah ga enak bgtt mbkm anj,riill kangen temen ah ga enak bgtt mbkm anj
472,Tidak Mendukung,ampas bener ngurus mbkm mitra mesin kasi udah masuk list mas dianggurin udah masuk uts,ampas bener ngurus mbkm mitra mesin kasi udah masuk list mas dianggurin udah masuk uts
473,Tidak Mendukung,pgn cpt kelar mbkm gin bgt gapunya tmn seprodi sndiri mndem hr nang cape,pgn cpt kelar mbkm gin bgt gapunya tmn seprodi sndiri mndem hr nang cape
474,Tidak Mendukung,knp hanyak univ kaku ya sesuai mbkm program nasional ikut akomodir mahasiswa senadain visi ama mbkm yg ajar aja y tp sy g paham dapur akademi,knp hanyak univ kaku ya sesuai mbkm program nasional ikut akomodir mahasiswa senadain visi ama mbkm yg ajar aja y tp sy g paham dapur akademi
475,Tidak Mendukung,kampus gak ngasih konversi sks alhasil ngambil sks kampus bangkit tara sks gak keteter bagus kalo ngimbangi kalo ya kelar aja mbkm udah jalan tp konversi,kampus gak ngasih konversi sks alhasil ngambil sks kampus bangkit tara sks gak keteter bagus kalo ngimbangi kalo ya kelar aja mbkm udah jalan tp konversi
476,Tidak Mendukung,estimasi cohort mending lo tobat dah nih efek jadiin mbkm lari matkul matkul pilih kampus bikin jelek nama program aja,estimasi cohort mending lo tobat dah nih efek jadiin mbkm lari matkul matkul pilih kampus bikin jelek nama program aja
477,Tidak Mendukung,bener ya teman kuliah ga awet gua yg tim bener bener bantah gak percaya percaya gua mbkm kuliah,bener ya teman kuliah ga awet gua yg tim bener bener bantah gak percaya percaya gua mbkm kuliah
478,Tidak Mendukung,gamau rugi kampus ngga kampus gamau mahasiswa nya mbkm ga cuan,gamau rugi kampus ngga kampus gamau mahasiswa nya mbkm ga cuan
479,Tidak Mendukung,males udah tugas kelompok mbkm saran dicuekin fuck ngurusin ya sila,males udah tugas kelompok mbkm saran dicuekin fuck ngurusin ya sila
480,Tidak Mendukung,mbkm nya penuh tangis berangkat sampe moga kuat sampe ps kangen ama,mbkm nya penuh tangis berangkat sampe moga kuat sampe ps kangen ama
481,Tidak Mendukung,kalo gua nggak mbkm sib gua gak tau kalo tugas lebih tugas kampus jujur udah muak bulan,kalo gua nggak mbkm sib gua gak tau kalo tugas lebih tugas kampus jujur udah muak bulan
482,Tidak Mendukung,gpp cuman aku males lagih jalan mbkm,gpp cuman aku males lagih jalan mbkm
483,Tidak Mendukung,nih bikin ragu mbkm ga,nih bikin ragu mbkm ga
484,Tidak Mendukung,sampe tau kabar dri temen program mbkm iisma sempet kecewa buka s vokasi untung taun pas msib dpt kabar dr temen kalo iisma jalur vokasi pikir x langsung restu alhamdulillah mama full support,sampe tau kabar dri temen program mbkm iisma sempet kecewa buka s vokasi untung taun pas msib dpt kabar dr temen kalo iisma jalur vokasi pikir x langsung restu alhamdulillah mama full support
485,Tidak Mendukung,the only mbkm program that made me broke,the only mbkm program that made me broke
486,Tidak Mendukung,penasaran depan ya yg geser peran mbkm dlm rebut hati mahasiswa sbg usaha lewat transisi,penasaran depan ya yg geser peran mbkm dlm rebut hati mahasiswa sbg usaha lewat transisi
487,Tidak Mendukung,ya yg magang mbkm ga jarang jd sasar unpaid underpaid internship tp ya tipu daya industrialisasi ketidakamanan dlm dunia kerja ya segimanapun bentuk mbkm ttp menang banding panitia,ya yg magang mbkm ga jarang jd sasar unpaid underpaid internship tp ya tipu daya industrialisasi ketidakamanan dlm dunia kerja ya segimanapun bentuk mbkm ttp menang banding panitia
488,Tidak Mendukung,ngepush sertifikasi mbkm sulit bener ilahhh cokkk,ngepush sertifikasi mbkm sulit bener ilahhh cokkk
489,Tidak Mendukung,gara gara mbkm,gara gara mbkm
490,Tidak Mendukung,butuh joki mbkm,butuh joki mbkm
491,Tidak Mendukung,gua day masuk kampus offline kemarin mbkm kek stress ya ketemu orang orang kampus,gua day masuk kampus offline kemarin mbkm kek stress ya ketemu orang orang kampus
492,Tidak Mendukung,pgn mbkm tp gamao perintah,pgn mbkm tp gamao perintah
493,Tidak Mendukung,rugi minat organ ngebem mipa liat kalah tarik magang mbkm iisma dll even organisasi tingkat univ ruwet sum kemaren ahaha fakta ubah gak nyaman gimana kembang kalo gamau ubah,rugi minat organ ngebem mipa liat kalah tarik magang mbkm iisma dll even organisasi tingkat univ ruwet sum kemaren ahaha fakta ubah gak nyaman gimana kembang kalo gamau ubah
494,Tidak Mendukung,kemarin mbkm langsung susul kkn gabut gak ngapain,kemarin mbkm langsung susul kkn gabut gak ngapain
495,Tidak Mendukung,mbkm b nya bgst,mbkm b nya bgst
496,Tidak Mendukung,emg ga kalem ni anak perkara mbkm kkn jdi tinggal udah seminar hasil gabisa kompre perkar nilai kkn,emg ga kalem ni anak perkara mbkm kkn jdi tinggal udah seminar hasil gabisa kompre perkar nilai kkn
497,Tidak Mendukung,make sense nya ya org nyesel mbkm nya nyesel mkwajib aneh wajib badut dunia nyesel mkwajib padet aneh dunia,make sense nya ya org nyesel mbkm nya nyesel mkwajib aneh wajib badut dunia nyesel mkwajib padet aneh dunia
498,Tidak Mendukung,ga sanggup skripsi bikin lapor mbkm aja antar udh keburu males mikir,ga sanggup skripsi bikin lapor mbkm aja antar udh keburu males mikir
499,Tidak Mendukung,me pas dpt janji palsu mbkm,me pas dpt janji palsu mbkm
500,Tidak Mendukung,aja yg overthinkingin fak email mbkm fak siminvest adain meet kth koriyah,aja yg overthinkingin fak email mbkm fak siminvest adain meet kth koriyah
501,Tidak Mendukung,prank of the year goes to mbkm,prank of the year goes to mbkm
502,Tidak Mendukung,mbkm ngeprank,mbkm ngeprank
503,Tidak Mendukung,mbkm k nya kontol,mbkm k nya kontol
504,Tidak Mendukung,takut berangkat mbkm,takut berangkat mbkm
505,Tidak Mendukung,dendam gue jujur anjgggg unspress kalo gara wajib mbkm udh cabs kpn tau,dendam gue jujur anjgggg unspress kalo gara wajib mbkm udh cabs kpn tau
506,Tidak Mendukung,sorry mbkm bikin ipk bias,sorry mbkm bikin ipk bias
507,Tidak Mendukung,uji mbkm aja udh ngeri uji proposal sm skripsi cok,uji mbkm aja udh ngeri uji proposal sm skripsi cok
508,Tidak Mendukung,mobilisasi mbkm bikin sakit kepalaa,mobilisasi mbkm bikin sakit kepalaa
509,Tidak Mendukung,mncium parfum yg kupake pas mbkm jg males jaman kek capeekkk bgt ga ngerti hrs,mncium parfum yg kupake pas mbkm jg males jaman kek capeekkk bgt ga ngerti hrs
510,Tidak Mendukung,ken lepas mbkm bentrok matkul pilih prodi yay or nay bingung bgt,ken lepas mbkm bentrok matkul pilih prodi yay or nay bingung bgt
511,Tidak Mendukung,mbkm kedok libur mba azma,mbkm kedok libur mba azma
512,Tidak Mendukung,suwe emosi sing diwajibno mbkm mek bupr tok iki sakdurunge nggae bijak dipikirno jangka panjange gak,suwe emosi sing diwajibno mbkm mek bupr tok iki sakdurunge nggae bijak dipikirno jangka panjange gak
513,Tidak Mendukung,ditnyain mbkm ngga fakkk,ditnyain mbkm ngga fakkk
514,Tidak Mendukung,woee tau gin gausa mbkm,woee tau gin gausa mbkm
515,Tidak Mendukung,nilai sikap ya kait moral mbkm menghighlight moral sasar karakter pancasila,nilai sikap ya kait moral mbkm menghighlight moral sasar karakter pancasila
516,Tidak Mendukung,mbkm jauh asyik bangke,mbkm jauh asyik bangke
517,Tidak Mendukung,pindah mbkm pusing gimana,pindah mbkm pusing gimana
518,Tidak Mendukung,sesal ya mbkm,sesal ya mbkm
519,Tidak Mendukung,fess temen lainnnya korban mbkm jdi nambah semester grgr bilang konversi tpi,fess temen lainnnya korban mbkm jdi nambah semester grgr bilang konversi tpi
520,Tidak Mendukung,ikut mbkm batch janji ngurus bareng ya gitulah ajar hidup gua,ikut mbkm batch janji ngurus bareng ya gitulah ajar hidup gua
521,Tidak Mendukung,gue dgn magang mbkm sibuk cm,gue dgn magang mbkm sibuk cm
522,Tidak Mendukung,baca reply ga kaget lapor mbkm aja an lampir lapor lohhh aja ampe bingung ngerjain segitu banyak dl aja,baca reply ga kaget lapor mbkm aja an lampir lapor lohhh aja ampe bingung ngerjain segitu banyak dl aja
523,Tidak Mendukung,fess evaluasi baru jdinya regulasi mbkm ribet tambah jurus sebenenya srek sma program konversi matkul jga sulit tumpang tindih mhs reguler mbkm,fess evaluasi baru jdinya regulasi mbkm ribet tambah jurus sebenenya srek sma program konversi matkul jga sulit tumpang tindih mhs reguler mbkm
524,Tidak Mendukung,fess no komen ngadepinnya mbkm nya regulasi nya banyak kudu gerak mending kuliah reguler aja ngechat cp nya dibales abad sekal,fess no komen ngadepinnya mbkm nya regulasi nya banyak kudu gerak mending kuliah reguler aja ngechat cp nya dibales abad sekal
525,Tidak Mendukung,fess jelas singkat nangkepnya bijak ttg mbkm alam mbkm konversi matkul,fess jelas singkat nangkepnya bijak ttg mbkm alam mbkm konversi matkul
526,Tidak Mendukung,logbook mbkm sentuh samsek jurnal garap,logbook mbkm sentuh samsek jurnal garap
527,Tidak Mendukung,pppp cari info teman nugas dmn yhh sepi bgt tinggal mbkm,pppp cari info teman nugas dmn yhh sepi bgt tinggal mbkm
528,Tidak Mendukung,busettt pagi pagi dah ketemu si bambang anak ga mbkm aja yakkkk,busettt pagi pagi dah ketemu si bambang anak ga mbkm aja yakkkk
529,Tidak Mendukung,jdi galau pilih mbkm,jdi galau pilih mbkm
530,Tidak Mendukung,isi story temen ku klo ngga daily life mbkm yaa first gath tim kkn,isi story temen ku klo ngga daily life mbkm yaa first gath tim kkn
531,Tidak Mendukung,udh bilang mbkm tuh gajelas ajg nyusahin doang bisa,udh bilang mbkm tuh gajelas ajg nyusahin doang bisa
532,Tidak Mendukung,ga km ga daftar basa basi semester tua ngejer mbkm,ga km ga daftar basa basi semester tua ngejer mbkm
533,Tidak Mendukung,d word b word mas mbkm mas kkn fuck,d word b word mas mbkm mas kkn fuck
534,Tidak Mendukung,salah naikin popularitas bem organisasi ya dukung kampus kurikulum merdeka kampus fokus mbkm pkm ga mahasiswa dapet sempat yg ikut mbkm pkm,salah naikin popularitas bem organisasi ya dukung kampus kurikulum merdeka kampus fokus mbkm pkm ga mahasiswa dapet sempat yg ikut mbkm pkm
535,Tidak Mendukung,bunuh pelan pelan mbkm,bunuh pelan pelan mbkm
536,Tidak Mendukung,taiikkk ternyataa email panggil mbkm skip bangsatttt,taiikkk ternyataa email panggil mbkm skip bangsatttt
537,Tidak Mendukung,kena mbkm cak nov prediksi anak anak kalo mbkm sibuk magang tuju mbkm bentuk indroktinisasi kebiri nalar kritis mahasiswa bukti paham kalo budak sistem,kena mbkm cak nov prediksi anak anak kalo mbkm sibuk magang tuju mbkm bentuk indroktinisasi kebiri nalar kritis mahasiswa bukti paham kalo budak sistem
538,Tidak Mendukung,giat aja senior pos power syndrom politik sebal solidaritas omong tusuk tusuk udah program mahasiswa kaya mbkm benefit ga arah ga,giat aja senior pos power syndrom politik sebal solidaritas omong tusuk tusuk udah program mahasiswa kaya mbkm benefit ga arah ga
539,Tidak Mendukung,gara gara mbkm anjg ga bem kelas himpun biro jurus cok,gara gara mbkm anjg ga bem kelas himpun biro jurus cok
540,Tidak Mendukung,mnurut gw bem organisasi mahasiswa pilih lu decision maker banding magang program mbkm,mnurut gw bem organisasi mahasiswa pilih lu decision maker banding magang program mbkm
541,Tidak Mendukung,mbkm kyk eek insecurity liat linkedin org org ovt lelah bgt cok jg smt dah tampar dunia kerja,mbkm kyk eek insecurity liat linkedin org org ovt lelah bgt cok jg smt dah tampar dunia kerja
542,Tidak Mendukung,barusan bahas sm kating pas rapat mbkm sih salah faktor w,barusan bahas sm kating pas rapat mbkm sih salah faktor w
543,Tidak Mendukung,banyak org gak sepakat sm artikel krn bem gak oke mbkm ngisi tp jujur aja gua gak sepakat grgr gua gak demen aja konsep perintah mahasiswa,banyak org gak sepakat sm artikel krn bem gak oke mbkm ngisi tp jujur aja gua gak sepakat grgr gua gak demen aja konsep perintah mahasiswa
544,Tidak Mendukung,nih kaga rujak pus uni gue aja tutup kaga buka buka halte roboh dosen ga paham mbkm info lomba beasiswa jarang sistem kuliah jg suka suka yg udh libur yg uji undur undur,nih kaga rujak pus uni gue aja tutup kaga buka buka halte roboh dosen ga paham mbkm info lomba beasiswa jarang sistem kuliah jg suka suka yg udh libur yg uji undur undur
545,Tidak Mendukung,tp gue lulus aja sih ya konsekuensi mbkm jg,tp gue lulus aja sih ya konsekuensi mbkm jg
546,Tidak Mendukung,gk mbkm julidin dosen gk explore gilir sulit gin,gk mbkm julidin dosen gk explore gilir sulit gin
547,Tidak Mendukung,jujur gw kinda skeptical fokus job readiness level top level ptn baca cerita industrialis jepang asia timur yg bikin usaha orang orang aneh yg gw sulit akomodasi model mbkm,jujur gw kinda skeptical fokus job readiness level top level ptn baca cerita industrialis jepang asia timur yg bikin usaha orang orang aneh yg gw sulit akomodasi model mbkm
548,Tidak Mendukung,gw hatus nurture orang orang aneh bikin industri sistem mbkm dkk bikin orang orang fomo hilang insentif aneh kembang,gw hatus nurture orang orang aneh bikin industri sistem mbkm dkk bikin orang orang fomo hilang insentif aneh kembang
549,Tidak Mendukung,semangatin sender krn ngundurin dr magang mbkm alas sehat perintah orang tua dips,semangatin sender krn ngundurin dr magang mbkm alas sehat perintah orang tua dips
550,Tidak Mendukung,neng anjinggg dikit nyentuh angka proses pas mas mbkm berat,neng anjinggg dikit nyentuh angka proses pas mas mbkm berat
551,Tidak Mendukung,nyesel bangett daftar mbkm fakkkk mbkm nih akal akal fakultas aja bikin jebak betmen,nyesel bangett daftar mbkm fakkkk mbkm nih akal akal fakultas aja bikin jebak betmen
552,Tidak Mendukung,nilai bikin ip turun drastis ya allah program mbkm kwu agribisnis dapet nilai a matkul konversi nasib anak agribisnis program agrotek dapet nilai a b ga adil sumpah tranparansi nilai sulit,nilai bikin ip turun drastis ya allah program mbkm kwu agribisnis dapet nilai a matkul konversi nasib anak agribisnis program agrotek dapet nilai a b ga adil sumpah tranparansi nilai sulit
553,Tidak Mendukung,sedih bgt program mbkm kwu ken biar nilai bagus nyesel tau gitu mending kuliah aja udah dapet nilai program agroteknologi butuh kontribusi anak agribisnis kasih,sedih bgt program mbkm kwu ken biar nilai bagus nyesel tau gitu mending kuliah aja udah dapet nilai program agroteknologi butuh kontribusi anak agribisnis kasih
554,Tidak Mendukung,kkn masuk krs mbkm biar pas sks tp laksana sks doang alias kocak bgt juli tetep kkn,kkn masuk krs mbkm biar pas sks tp laksana sks doang alias kocak bgt juli tetep kkn
555,Tidak Mendukung,mbkm kasih tugas ky reguler mending gw kuliah reguler aja anjg,mbkm kasih tugas ky reguler mending gw kuliah reguler aja anjg
556,Tidak Mendukung,mbkm ga pake sistem nawarin aja ya daftar ga ya stay aja gitu gausa kelas angkat suruh mbkm,mbkm ga pake sistem nawarin aja ya daftar ga ya stay aja gitu gausa kelas angkat suruh mbkm
557,Tidak Mendukung,contoh temen gua aja engga tau ngambil skripsi aja pusing judul pas kemarin mbkm kemarin ngikut temen niat hati pilih akademis bagus parah ya gitu gua engga tau dah isi engga,contoh temen gua aja engga tau ngambil skripsi aja pusing judul pas kemarin mbkm kemarin ngikut temen niat hati pilih akademis bagus parah ya gitu gua engga tau dah isi engga
558,Tidak Mendukung,sedih bgt krs matkulku hapus fakultas gara wajib mbkm bilang kalo tolak mbkm ttp kuliah reguler,sedih bgt krs matkulku hapus fakultas gara wajib mbkm bilang kalo tolak mbkm ttp kuliah reguler
559,Tidak Mendukung,banyak dosen suka program mbkm hohoho,banyak dosen suka program mbkm hohoho
560,Tidak Mendukung,mbkm yg ga tarik kkn ahahaha krn kek apaaaa,mbkm yg ga tarik kkn ahahaha krn kek apaaaa
561,Tidak Mendukung,mbkm kurikulum ter asu pikir ni kurikulum,mbkm kurikulum ter asu pikir ni kurikulum
562,Tidak Mendukung,kemaren suruh mbkm kawan kawan looo kooo jadi ambil syuliittt aahh kelinci coba waeee,kemaren suruh mbkm kawan kawan looo kooo jadi ambil syuliittt aahh kelinci coba waeee
563,Tidak Mendukung,woiiii mbkm hailahh,woiiii mbkm hailahh
564,Tidak Mendukung,mbkm wfh,mbkm wfh
565,Tidak Mendukung,mbkm aman maloe bet ditanyain dosen ga ibu bilang gitu,mbkm aman maloe bet ditanyain dosen ga ibu bilang gitu
566,Tidak Mendukung,random bgt ngobrol gazebo temen trus ntah kesamber petir gas ikut mbkm kewirausahaan smua sepakat klo smstr gamau mbkm langsung gas proposal besok serahin dosen panitia,random bgt ngobrol gazebo temen trus ntah kesamber petir gas ikut mbkm kewirausahaan smua sepakat klo smstr gamau mbkm langsung gas proposal besok serahin dosen panitia
567,Tidak Mendukung,i miss unj so much this mbkm program is not it pls take me backkkkkk to unj,i miss unj so much this mbkm program is not it pls take me backkkkkk to unj
568,Tidak Mendukung,mbkm mbkm anjritlah bikin orang galau hari semalem ujung gakjadi,mbkm mbkm anjritlah bikin orang galau hari semalem ujung gakjadi
569,Tidak Mendukung,lo mbkm diwelcome utk fh ub,lo mbkm diwelcome utk fh ub
570,Tidak Mendukung,hamdalah magang lanjut duit aka gaji aman sampe juni bye mbkm gaje kang ghosting,hamdalah magang lanjut duit aka gaji aman sampe juni bye mbkm gaje kang ghosting
571,Tidak Mendukung,pas sem tuh teman yg nyobain mbkm dah hopeless gituu ngebayangin mbkm trus cuman yg ngulii situ pddiktiku kelar sampe ntah lumayan tuh teman yg nyoba ga lulus malas krn ribet,pas sem tuh teman yg nyobain mbkm dah hopeless gituu ngebayangin mbkm trus cuman yg ngulii situ pddiktiku kelar sampe ntah lumayan tuh teman yg nyoba ga lulus malas krn ribet
572,Tidak Mendukung,gue ga jd daftar magang kemenkeu yah fakultas ga support magang kecuali mbkm so whoever you are yg nanya i ga bantu banyakkk serius twt dah yg dm,gue ga jd daftar magang kemenkeu yah fakultas ga support magang kecuali mbkm so whoever you are yg nanya i ga bantu banyakkk serius twt dah yg dm
573,Tidak Mendukung,kek ip gue dah kalo rendah tuh sem arsi ya ga ya ya spatugas mbkm ga ga,kek ip gue dah kalo rendah tuh sem arsi ya ga ya ya spatugas mbkm ga ga
574,Tidak Mendukung,nangisin tugas mbkm yg overdue besmart gr gatau dlnya nilai ga aman sih mumpung mas lepas g y,nangisin tugas mbkm yg overdue besmart gr gatau dlnya nilai ga aman sih mumpung mas lepas g y
575,Tidak Mendukung,hapus mbkm,hapus mbkm
576,Tidak Mendukung,pgn cepet kelar kkl tp kejar lapor spj seminar berkas konversi laprak bayang laprak nambah grgr kmrn mbkm kkn wow,pgn cepet kelar kkl tp kejar lapor spj seminar berkas konversi laprak bayang laprak nambah grgr kmrn mbkm kkn wow
577,Tidak Mendukung,sepi bgt angkat mbkm semuaaaaaahhhhh ugmfess,sepi bgt angkat mbkm semuaaaaaahhhhh ugmfess
578,Tidak Mendukung,w udah lanjur nolak mitra mbkm kkn tp kkn gajelas ngntd,w udah lanjur nolak mitra mbkm kkn tp kkn gajelas ngntd
579,Tidak Mendukung,lolos mbkm sih dana paruh yg diajuin kek proker kasih jt tuh maksusnya gimanaaaaa kkn yg bulan aja jt heraannnn,lolos mbkm sih dana paruh yg diajuin kek proker kasih jt tuh maksusnya gimanaaaaa kkn yg bulan aja jt heraannnn
580,Tidak Mendukung,gue bolos aja kali ya salah anak mbkm males,gue bolos aja kali ya salah anak mbkm males
581,Tidak Mendukung,minggu mbkm udah ken nyerah gak sanggup makkkk,minggu mbkm udah ken nyerah gak sanggup makkkk
582,Tidak Mendukung,fakultas gak mbkm,fakultas gak mbkm
